product_id,product_name,category,unit_price,active_flag
PROD00084,Triple-buffered content-based secured line,Electronics,285.69,True
PROD00085,Future-proofed systemic circuit,Toys,430.17,True
PROD00086,Sharable even-keeled customer loyalty,Apparel,177.01,True
PROD00087,Persevering full-range workforce,Electronics,197.48,True
PROD00088,Expanded object-oriented budgetary management,Sports,254.28,True
PROD00089,Optional zero administration orchestration,Grocery,169.94,True
PROD00090,Digitized next generation algorithm,Electronics,436.05,True
PROD00091,Robust bifurcated instruction set,Grocery,302.03,True
PROD00092,Triple-buffered hybrid definition,Apparel,74.25,True
PROD00093,Decentralized interactive toolset,Electronics,58.35,True
PROD00094,Optimized reciprocal info-mediaries,Electronics,310.44,True
PROD00095,Realigned methodical superstructure,Toys,187.07,True
PROD00096,Synergistic fault-tolerant access,Home,343.11,False
PROD00097,Fully-configurable demand-driven ability,Electronics,282.67,True
PROD00098,Function-based holistic focus group,Home,428.93,True
PROD00099,Function-based asymmetric adapter,Electronics,283.13,True
PROD00100,Networked bandwidth-monitored Internet solution,Books,468.79,True
PROD00101,Object-based empowering paradigm,Sports,343.75,True
PROD00102,Persistent 24hour algorithm,Grocery,342.39,True
PROD00103,Synergized needs-based forecast,Toys,490.13,True
PROD00104,Implemented zero tolerance support,Books,459.95,True
PROD00105,Managed neutral algorithm,Toys,114.25,True
PROD00106,Cross-platform full-range superstructure,Apparel,481.63,True
PROD00107,Streamlined bandwidth-monitored matrix,Sports,441.32,True
PROD00108,Open-source exuding circuit,Electronics,217.57,True
PROD00109,Reduced incremental solution,Electronics,231.59,True
PROD00110,Down-sized multi-state ability,Grocery,493.78,True
PROD00111,Reverse-engineered clear-thinking frame,Toys,106.43,True
PROD00112,Cross-platform bottom-line help-desk,Beauty,231.91,True
PROD00113,Adaptive foreground adapter,Beauty,233.37,True
PROD00114,Streamlined reciprocal workforce,Beauty,69.16,True
PROD00115,Open-source reciprocal orchestration,Grocery,110.83,True
PROD00116,Triple-buffered intangible attitude,Grocery,474.16,True
PROD00117,Upgradable uniform throughput,Toys,450.48,True
PROD00118,Ergonomic bottom-line groupware,Beauty,189.28,True
PROD00119,Diverse tertiary groupware,Beauty,73.24,True
PROD00120,Multi-layered cohesive standardization,Books,152.26,True
PROD00121,Fully-configurable tangible complexity,Beauty,28.29,True
PROD00122,Devolved stable utilization,Apparel,330.85,True
PROD00123,Reactive actuating Graphic Interface,Beauty,92.62,True
PROD00124,Profit-focused neutral core,Grocery,194.83,True
PROD00125,Persevering secondary intranet,Sports,491.87,True
PROD00126,Sharable exuding encoding,Apparel,321.7,True
PROD00127,Monitored encompassing support,Grocery,77.89,True
PROD00128,Centralized tangible structure,Grocery,434.41,True
PROD00129,Integrated modular initiative,Books,160.16,True
PROD00130,Enhanced global synergy,Electronics,339.07,True
PROD00131,Synergistic dedicated policy,Home,13.67,True
PROD00132,Multi-lateral 6thgeneration throughput,Electronics,167.76,True
PROD00133,Customer-focused background budgetary management,Toys,103.89,True
PROD00134,Managed zero-defect complexity,Grocery,155.86,True
PROD00135,Inverse foreground middleware,Toys,292.97,True
PROD00136,Synergized intermediate contingency,Books,171.29,True
PROD00137,Persistent local strategy,Sports,53.45,True
PROD00138,Quality-focused neutral monitoring,Apparel,84.14,True
PROD00139,Enhanced impactful analyzer,Beauty,81.67,True
PROD00140,Face-to-face attitude-oriented intranet,Books,350.83,True
PROD00141,Grass-roots national parallelism,Grocery,488.13,True
PROD00142,Ameliorated disintermediate adapter,Apparel,454.86,True
PROD00143,Function-based heuristic website,Electronics,70.39,True
PROD00144,Public-key motivating ability,Beauty,240.01,True
PROD00145,Triple-buffered well-modulated parallelism,Toys,465.68,True
PROD00146,Phased bottom-line moratorium,Apparel,225.32,False
PROD00147,Optional asymmetric website,Books,473.46,True
PROD00148,Integrated clear-thinking conglomeration,Toys,493.94,True
PROD00149,Robust directional hub,Home,91.09,True
PROD00150,Total full-range solution,Beauty,458.63,True
PROD00151,Visionary explicit protocol,Grocery,480.9,True
PROD00152,Upgradable high-level policy,Home,179.29,True
PROD00153,Enterprise-wide 6thgeneration Graphic Interface,Books,10.93,True
PROD00154,User-centric heuristic open system,Beauty,495.88,True
PROD00155,Open-source leadingedge Graphic Interface,Sports,98.44,True
PROD00156,Organic modular policy,Electronics,246.34,True
PROD00157,Robust background benchmark,Electronics,325.75,True
PROD00158,Synergized content-based toolset,Sports,226.12,True
PROD00159,Organized optimizing website,Electronics,138.6,True
PROD00160,Reactive directional adapter,Books,330.73,True
PROD00161,Triple-buffered fault-tolerant task-force,Electronics,67.93,True
PROD00162,Managed maximized installation,Electronics,368.12,False
PROD00163,Digitized leadingedge extranet,Beauty,102.22,True
PROD00164,Inverse zero administration software,Beauty,20.88,True
PROD00165,Customer-focused background info-mediaries,Beauty,169.81,True
PROD00166,Adaptive neutral open system,Beauty,205.38,True
PROD00167,Multi-channeled multi-tasking orchestration,Toys,360.4,True
PROD00168,Persistent 5thgeneration website,Books,142.98,True
PROD00169,Versatile bi-directional hardware,Books,459.63,True
PROD00170,Switchable composite contingency,Toys,431.16,True
PROD00171,Customizable zero-defect database,Electronics,405.95,True
PROD00172,Exclusive homogeneous strategy,Home,123.75,True
PROD00173,Programmable radical time-frame,Home,79.54,True
PROD00174,Multi-tiered analyzing ability,Home,432.25,False
PROD00175,Profound dedicated flexibility,Electronics,369.04,True
PROD00176,Persevering intermediate software,Home,80.65,True
PROD00177,User-friendly asynchronous capacity,Books,316.61,True
PROD00178,Synchronized motivating productivity,Home,307.44,True
PROD00179,Re-engineered multi-state parallelism,Apparel,102.16,True
PROD00180,Secured uniform emulation,Home,95.23,True
PROD00181,Adaptive systemic methodology,Home,4.91,True
PROD00182,Grass-roots human-resource benchmark,Grocery,107.48,True
PROD00183,User-centric bifurcated synergy,Beauty,162.24,True
PROD00184,Fully-configurable upward-trending orchestration,Books,409.32,True
PROD00185,Robust web-enabled productivity,Books,303.91,True
PROD00186,Polarized object-oriented policy,Sports,366.59,True
PROD00187,De-engineered maximized benchmark,Electronics,222.93,True
PROD00188,Sharable full-range standardization,Home,90.4,True
PROD00189,Object-based actuating toolset,Apparel,439.45,True
PROD00190,Face-to-face didactic model,Grocery,350.88,True
PROD00191,Synergistic mobile synergy,Home,96.53,True
PROD00192,Quality-focused multi-state service-desk,Grocery,83.72,True
PROD00193,Multi-channeled client-server migration,Sports,301.97,True
PROD00194,Multi-lateral upward-trending project,Sports,111.47,True
PROD00195,Realigned reciprocal migration,Toys,368.52,True
PROD00196,Object-based multimedia projection,Sports,142.88,True
PROD00197,Customer-focused needs-based throughput,Electronics,34.2,True
PROD00198,Visionary empowering time-frame,Electronics,311.06,True
PROD00199,Front-line object-oriented Local Area Network,Home,338.0,True
PROD00200,Object-based tangible encryption,Books,8.96,True
PROD00201,Business-focused transitional open system,Home,161.24,True
PROD00202,Advanced secondary ability,Toys,349.94,True
PROD00203,Phased disintermediate methodology,Home,285.89,True
PROD00204,Reverse-engineered executive pricing structure,Toys,227.04,True
PROD00205,Reduced reciprocal toolset,Books,187.11,True
PROD00206,Upgradable solution-oriented framework,Books,158.8,True
PROD00207,Grass-roots foreground Local Area Network,Grocery,116.37,True
PROD00208,Synergized secondary protocol,Toys,206.64,True
PROD00209,Function-based fault-tolerant focus group,Toys,461.95,True
PROD00210,Customizable 6thgeneration knowledge user,Beauty,233.42,True
PROD00211,Open-architected optimal concept,Books,78.88,True
PROD00212,User-friendly interactive challenge,Beauty,211.54,False
PROD00213,Networked scalable throughput,Apparel,394.77,True
PROD00214,Mandatory executive projection,Apparel,201.51,False
PROD00215,Focused exuding throughput,Apparel,78.07,True
PROD00216,Organized heuristic open system,Grocery,50.14,True
PROD00217,Customer-focused system-worthy infrastructure,Apparel,137.63,True
PROD00218,Assimilated upward-trending firmware,Books,197.94,True
PROD00219,Fully-configurable global paradigm,Sports,116.19,True
PROD00220,Streamlined multimedia database,Books,218.13,True
PROD00221,Seamless multi-state groupware,Apparel,245.21,True
PROD00222,Self-enabling scalable strategy,Toys,480.84,True
PROD00223,Re-contextualized user-facing application,Toys,353.89,True
PROD00224,Persistent real-time strategy,Apparel,119.87,True
PROD00225,Re-engineered interactive hierarchy,Grocery,209.92,False
PROD00226,Profit-focused foreground knowledge user,Sports,316.86,True
PROD00227,Profit-focused web-enabled definition,Sports,342.98,True
PROD00228,Synergistic modular groupware,Home,300.76,True
PROD00229,Operative static website,Toys,363.2,True
PROD00230,Reactive asynchronous implementation,Apparel,186.68,True
PROD00231,Polarized multi-tasking function,Home,11.8,True
PROD00232,Extended fault-tolerant service-desk,Grocery,107.1,True
PROD00233,Automated mobile solution,Grocery,455.34,True
PROD00234,Expanded analyzing intranet,Books,394.04,True
PROD00235,Streamlined static attitude,Toys,350.07,True
PROD00236,Synergized maximized Local Area Network,Toys,391.45,True
PROD00237,Networked bandwidth-monitored software,Grocery,354.93,True
PROD00238,Sharable content-based functionalities,Grocery,245.83,True
PROD00239,Switchable 4thgeneration project,Electronics,158.79,True
PROD00240,Self-enabling 24hour matrix,Beauty,375.85,True
PROD00241,Profound national data-warehouse,Home,266.03,True
PROD00242,Networked optimal complexity,Sports,36.26,True
PROD00243,Distributed content-based customer loyalty,Grocery,396.27,True
PROD00244,Universal transitional middleware,Apparel,183.8,True
PROD00245,Inverse executive access,Books,125.55,True
PROD00246,Front-line content-based installation,Toys,180.02,True
PROD00247,Reduced optimizing portal,Apparel,392.49,True
PROD00248,Mandatory clear-thinking neural-net,Books,492.69,True
PROD00249,Managed systemic throughput,Grocery,412.6,True
PROD00250,Balanced upward-trending contingency,Home,149.92,True
PROD00251,Face-to-face background task-force,Grocery,263.18,True
PROD00252,Devolved systemic website,Grocery,395.98,True
PROD00253,Object-based foreground customer loyalty,Electronics,151.19,True
PROD00254,Diverse logistical encoding,Sports,15.57,True
PROD00255,Intuitive system-worthy secured line,Beauty,42.12,True
PROD00256,Triple-buffered full-range workforce,Apparel,225.0,True
PROD00257,Decentralized executive process improvement,Apparel,298.14,True
PROD00258,Organized coherent firmware,Home,468.64,True
PROD00259,Right-sized system-worthy application,Grocery,354.03,True
PROD00260,Ergonomic client-driven capacity,Apparel,294.48,True
PROD00261,Fully-configurable encompassing matrices,Electronics,64.59,True
PROD00262,Pre-emptive asynchronous frame,Books,186.3,True
PROD00263,Optimized reciprocal groupware,Beauty,276.41,True
PROD00264,Automated optimal encryption,Toys,199.58,True
PROD00265,Triple-buffered heuristic functionalities,Electronics,322.88,True
PROD00266,Multi-layered grid-enabled solution,Electronics,441.98,True
PROD00267,Organized 6thgeneration collaboration,Apparel,249.85,True
PROD00268,Automated 6thgeneration installation,Apparel,78.33,True
PROD00269,Customizable methodical extranet,Grocery,48.65,True
PROD00270,Compatible content-based instruction set,Toys,171.06,True
PROD00271,Integrated empowering utilization,Home,247.75,True
PROD00272,Multi-lateral non-volatile focus group,Beauty,321.98,True
PROD00273,Phased hybrid budgetary management,Apparel,275.4,True
PROD00274,Visionary cohesive benchmark,Grocery,225.9,True
PROD00275,Reactive non-volatile encryption,Sports,116.02,True
PROD00276,Switchable radical array,Electronics,29.08,True
PROD00277,Sharable client-server matrices,Grocery,240.91,False
PROD00278,Synergistic upward-trending system engine,Grocery,475.13,True
PROD00279,Advanced intangible Graphic Interface,Apparel,251.79,True
PROD00280,Assimilated leadingedge support,Beauty,12.57,True
PROD00281,Open-architected bi-directional collaboration,Books,14.69,True
PROD00282,Down-sized coherent moratorium,Beauty,276.37,False
PROD00283,Streamlined disintermediate projection,Electronics,106.79,True
PROD00284,Triple-buffered responsive algorithm,Electronics,176.64,True
PROD00285,Multi-lateral human-resource frame,Toys,256.05,True
PROD00286,Horizontal intangible open architecture,Beauty,108.75,True
PROD00287,Team-oriented heuristic encryption,Sports,135.03,True
PROD00288,Synchronized 24hour extranet,Beauty,82.45,True
PROD00289,Multi-layered holistic Graphic Interface,Sports,169.24,True
PROD00290,Mandatory optimal groupware,Sports,198.14,True
PROD00291,Business-focused clear-thinking installation,Books,17.32,True
PROD00292,Extended tertiary groupware,Beauty,104.68,True
PROD00293,Optimized 24hour methodology,Beauty,402.9,True
PROD00294,Proactive mobile throughput,Grocery,102.47,True
PROD00295,Public-key real-time website,Sports,416.97,True
PROD00296,Synergistic fault-tolerant utilization,Sports,182.39,True
PROD00297,Extended discrete project,Grocery,284.72,True
PROD00298,Devolved mobile installation,Sports,110.75,False
PROD00299,Ergonomic object-oriented success,Electronics,110.56,True
PROD00300,Right-sized analyzing firmware,Toys,105.56,True
PROD00301,Synergistic incremental alliance,Beauty,360.82,True
PROD00302,Assimilated multi-state conglomeration,Beauty,302.1,True
PROD00303,Team-oriented user-facing encryption,Books,241.65,True
PROD00304,Open-architected non-volatile implementation,Grocery,41.6,True
PROD00305,Up-sized stable circuit,Electronics,426.78,True
PROD00306,Optimized non-volatile adapter,Electronics,473.55,True
PROD00307,Enterprise-wide systemic contingency,Sports,224.2,True
PROD00308,Distributed analyzing open system,Apparel,51.32,True
PROD00309,Organic holistic Graphical User Interface,Grocery,485.56,True
PROD00310,Synergistic 3rdgeneration initiative,Toys,40.82,True
PROD00311,Customer-focused logistical throughput,Electronics,150.84,False
PROD00312,Robust 5thgeneration Internet solution,Home,153.12,True
PROD00313,Stand-alone maximized algorithm,Grocery,62.8,True
PROD00314,Up-sized asymmetric Graphical User Interface,Electronics,440.5,True
PROD00315,Synergistic bi-directional conglomeration,Apparel,10.13,True
PROD00316,Automated analyzing database,Grocery,229.26,True
PROD00317,Reduced demand-driven extranet,Sports,137.22,True
PROD00318,Integrated reciprocal alliance,Books,34.45,True
PROD00319,Persevering intermediate policy,Grocery,35.38,True
PROD00320,Phased cohesive budgetary management,Electronics,21.47,True
PROD00321,Multi-tiered contextually-based superstructure,Books,207.97,True
PROD00322,Compatible neutral projection,Electronics,329.34,True
PROD00323,Ergonomic systemic encoding,Sports,355.82,True
PROD00324,Versatile systemic emulation,Grocery,401.56,False
PROD00325,Reverse-engineered user-facing productivity,Sports,481.71,True
PROD00326,Compatible user-facing policy,Books,405.75,True
PROD00327,Diverse object-oriented implementation,Electronics,437.14,True
PROD00328,Streamlined reciprocal circuit,Beauty,280.8,True
PROD00329,Customizable 24hour Graphical User Interface,Grocery,358.64,True
PROD00330,Face-to-face 4thgeneration matrices,Sports,183.93,True
PROD00331,Configurable cohesive conglomeration,Books,410.89,True
PROD00332,Operative 6thgeneration approach,Toys,330.32,True
PROD00333,Realigned clear-thinking circuit,Apparel,162.39,True
PROD00334,Profound discrete projection,Beauty,89.46,True
PROD00335,Persistent leadingedge synergy,Books,491.81,True
PROD00336,Grass-roots contextually-based knowledgebase,Apparel,407.67,True
PROD00337,Vision-oriented actuating functionalities,Books,338.83,True
PROD00338,Horizontal regional open architecture,Beauty,45.96,True
PROD00339,Inverse mobile support,Apparel,168.4,True
PROD00340,Quality-focused national intranet,Books,227.03,True
PROD00341,Down-sized neutral circuit,Apparel,445.2,True
PROD00342,Centralized impactful core,Apparel,300.6,True
PROD00343,Distributed cohesive solution,Apparel,426.0,True
PROD00344,Switchable multi-state solution,Grocery,412.87,True
PROD00345,User-friendly value-added algorithm,Beauty,440.72,True
PROD00346,Configurable composite instruction set,Electronics,261.23,True
PROD00347,Re-engineered neutral application,Sports,467.45,True
PROD00348,Implemented empowering instruction set,Apparel,370.64,True
PROD00349,Triple-buffered intangible hierarchy,Toys,246.12,True
PROD00350,Profit-focused optimal Graphic Interface,Toys,275.58,True
PROD00351,Devolved user-facing flexibility,Beauty,111.88,True
PROD00352,Pre-emptive incremental access,Beauty,344.84,True
PROD00353,Re-contextualized intangible solution,Grocery,321.31,True
PROD00354,Ameliorated secondary interface,Grocery,358.95,True
PROD00355,Fundamental leadingedge collaboration,Home,249.12,True
PROD00356,Team-oriented responsive extranet,Sports,123.19,True
PROD00357,Mandatory context-sensitive hierarchy,Grocery,272.36,True
PROD00358,Persistent didactic knowledge user,Grocery,14.68,False
PROD00359,Reactive maximized solution,Home,105.92,True
PROD00360,Function-based methodical methodology,Home,36.31,True
PROD00361,Reactive national firmware,Home,212.69,True
PROD00362,Advanced leadingedge ability,Beauty,8.25,True
PROD00363,Total tangible portal,Toys,195.71,True
PROD00364,Future-proofed intangible functionalities,Beauty,310.77,True
PROD00365,Polarized maximized knowledgebase,Electronics,340.52,True
PROD00366,Vision-oriented actuating Internet solution,Books,161.86,False
PROD00367,Cross-group client-server pricing structure,Books,431.0,True
PROD00368,Profound motivating portal,Home,213.08,True
PROD00369,Persevering coherent moratorium,Toys,474.71,True
PROD00370,Integrated coherent initiative,Electronics,191.84,True
PROD00371,Programmable analyzing utilization,Home,239.01,True
PROD00372,Right-sized client-driven migration,Home,124.96,True
PROD00373,Digitized impactful software,Home,228.98,True
PROD00374,Up-sized asynchronous strategy,Grocery,302.99,True
PROD00375,Stand-alone web-enabled implementation,Toys,156.98,True
PROD00376,Function-based bottom-line intranet,Books,110.63,True
PROD00377,Assimilated 24hour Graphical User Interface,Electronics,342.86,True
PROD00378,Exclusive modular archive,Electronics,467.96,True
PROD00379,Stand-alone multi-state interface,Apparel,233.2,True
PROD00380,Automated full-range info-mediaries,Beauty,401.25,True
PROD00381,Upgradable transitional infrastructure,Electronics,128.84,True
PROD00382,Quality-focused multimedia access,Books,89.44,True
PROD00383,Exclusive asynchronous solution,Apparel,22.79,True
PROD00384,Stand-alone impactful implementation,Beauty,57.51,True
PROD00385,Integrated methodical orchestration,Home,101.96,True
PROD00386,Multi-layered scalable architecture,Electronics,195.49,True
PROD00387,Digitized maximized paradigm,Apparel,386.91,False
PROD00388,Progressive content-based capability,Apparel,114.04,True
PROD00389,Enhanced well-modulated task-force,Books,116.68,True
PROD00390,Fundamental client-driven open architecture,Home,53.46,True
PROD00391,Synergized high-level encoding,Electronics,220.73,True
PROD00392,Multi-layered systematic software,Beauty,13.21,True
PROD00393,Future-proofed attitude-oriented initiative,Toys,318.51,True
PROD00394,Ameliorated attitude-oriented orchestration,Books,19.67,True
PROD00395,Robust attitude-oriented pricing structure,Beauty,36.27,True
PROD00396,Realigned systemic firmware,Toys,238.89,True
PROD00397,Realigned 3rdgeneration model,Grocery,453.59,True
PROD00398,Organic 24hour standardization,Home,14.98,True
PROD00399,Decentralized methodical ability,Apparel,333.33,True
PROD00400,Team-oriented multimedia time-frame,Toys,280.01,True
PROD00401,Up-sized systemic initiative,Apparel,292.31,True
PROD00402,Pre-emptive bi-directional hierarchy,Electronics,118.43,True
PROD00403,Down-sized 6thgeneration matrices,Apparel,374.08,True
PROD00404,Persistent solution-oriented benchmark,Toys,32.82,True
PROD00405,Up-sized analyzing leverage,Home,263.71,True
PROD00406,Horizontal analyzing forecast,Electronics,153.76,True
PROD00407,Face-to-face directional interface,Toys,460.6,True
PROD00408,Reactive optimal hub,Grocery,96.77,True
PROD00409,Upgradable leadingedge policy,Books,109.42,True
PROD00410,Multi-tiered local standardization,Home,75.62,True
PROD00411,Distributed secondary frame,Apparel,431.01,True
PROD00412,Open-source attitude-oriented secured line,Home,284.38,True
PROD00413,Business-focused fresh-thinking architecture,Beauty,420.37,True
PROD00414,Cross-group 5thgeneration orchestration,Grocery,414.5,True
PROD00415,Adaptive actuating service-desk,Beauty,24.33,True
PROD00416,Phased actuating benchmark,Beauty,16.75,True
PROD00417,Proactive next generation support,Toys,197.22,True
PROD00418,Multi-lateral 4thgeneration success,Grocery,375.06,True
PROD00419,Enhanced 24/7 hub,Beauty,324.08,True
PROD00420,Business-focused coherent hardware,Apparel,122.95,True
PROD00421,Synchronized executive open system,Books,387.23,True
PROD00422,Phased cohesive software,Electronics,210.41,True
PROD00423,Virtual responsive emulation,Apparel,387.14,False
PROD00424,Triple-buffered systemic process improvement,Sports,198.45,True
PROD00425,Enhanced 5thgeneration artificial intelligence,Toys,153.84,True
PROD00426,Advanced systematic conglomeration,Toys,459.91,True
PROD00427,Secured methodical hierarchy,Books,257.19,True
PROD00428,Secured real-time leverage,Apparel,236.26,True
PROD00429,Future-proofed secondary knowledgebase,Books,487.69,True
PROD00430,Synergistic system-worthy projection,Home,128.04,True
PROD00431,Switchable full-range productivity,Sports,437.75,True
PROD00432,Focused radical interface,Grocery,158.59,True
PROD00433,Inverse radical synergy,Grocery,284.31,True
PROD00434,Organized value-added function,Sports,98.35,True
PROD00435,Function-based well-modulated concept,Beauty,141.43,True
PROD00436,Monitored coherent info-mediaries,Grocery,384.85,True
PROD00437,Switchable systematic software,Apparel,401.72,True
PROD00438,Seamless well-modulated support,Grocery,344.49,True
PROD00439,Fundamental static projection,Toys,104.62,True
PROD00440,Down-sized analyzing forecast,Apparel,61.25,True
PROD00441,Configurable impactful forecast,Sports,320.38,True
PROD00442,Customizable grid-enabled time-frame,Toys,93.99,True
PROD00443,Up-sized didactic intranet,Books,189.37,True
PROD00444,Implemented 6thgeneration utilization,Sports,466.44,True
PROD00445,Synergized high-level array,Toys,75.73,True
PROD00446,Ergonomic disintermediate knowledgebase,Sports,64.84,True
PROD00447,Vision-oriented reciprocal throughput,Beauty,4.62,True
PROD00448,Focused leadingedge utilization,Sports,464.12,True
PROD00449,Optimized web-enabled infrastructure,Sports,257.03,True
PROD00450,User-centric object-oriented throughput,Sports,28.34,True
PROD00451,Synergized real-time knowledge user,Books,298.85,True
PROD00452,Multi-tiered national budgetary management,Beauty,158.63,True
PROD00453,User-friendly systematic implementation,Home,182.58,True
PROD00454,Visionary 24hour moderator,Electronics,23.39,True
PROD00455,Intuitive global methodology,Home,275.6,True
PROD00456,Visionary background workforce,Home,463.1,True
PROD00457,Persevering exuding policy,Grocery,22.85,True
PROD00458,Switchable 6thgeneration website,Electronics,7.9,True
PROD00459,Multi-lateral multi-state framework,Sports,144.24,True
PROD00460,Seamless uniform infrastructure,Grocery,310.3,True
PROD00461,Programmable multimedia artificial intelligence,Sports,464.14,True
PROD00462,Grass-roots encompassing parallelism,Grocery,78.4,True
PROD00463,Seamless 5thgeneration migration,Toys,381.89,True
PROD00464,Centralized didactic website,Beauty,103.96,True
PROD00465,Mandatory motivating initiative,Apparel,48.32,True
PROD00466,Down-sized executive support,Sports,405.35,True
PROD00467,Balanced systematic help-desk,Grocery,423.15,True
PROD00468,Organic eco-centric firmware,Books,305.97,True
PROD00469,Managed 4thgeneration open system,Grocery,141.9,False
PROD00470,Secured object-oriented open architecture,Sports,219.29,True
PROD00471,Optional demand-driven contingency,Beauty,224.74,True
PROD00472,Fundamental holistic task-force,Home,206.04,True
PROD00473,Fully-configurable foreground circuit,Apparel,370.36,True
PROD00474,Organic user-facing parallelism,Beauty,14.44,True
PROD00475,Customer-focused bandwidth-monitored budgetary management,Grocery,441.26,True
PROD00476,Cross-group system-worthy approach,Toys,163.07,True
PROD00477,Total multi-state hub,Beauty,419.59,True
PROD00478,Team-oriented asynchronous monitoring,Toys,74.82,True
PROD00479,Function-based incremental service-desk,Beauty,86.69,True
